variable_estudio,categoria,total_entradas,total_abandonos,porcentaje_abandono
residencia_grupo,desconocido-gr04933,1,0,0.0000
residencia_grupo,desconocido-gr04934,4,0,0.0000
residencia_grupo,desconocido-gr04935,1,1,100.0000
residencia_grupo,desconocido-gr04936,3,1,33.3333
residencia_grupo,desconocido-gr04938,2,1,50.0000
residencia_grupo,desconocido-gr04939,1,1,100.0000
residencia_grupo,desconocido-gr04941,2,1,50.0000
residencia_grupo,desconocido-gr04942,1,1,100.0000
residencia_grupo,desconocido-gr04944,1,1,100.0000
residencia_grupo,desconocido-gr04945,1,0,0.0000
residencia_grupo,desconocido-gr04947,1,0,0.0000
residencia_grupo,desconocido-gr04948,3,0,0.0000
residencia_grupo,desconocido-gr04949,3,0,0.0000
residencia_grupo,desconocido-gr04950,2,0,0.0000
residencia_grupo,desconocido-gr04952,1,0,0.0000
residencia_grupo,desconocido-gr04953,1,1,100.0000
residencia_grupo,desconocido-gr04954,3,0,0.0000
residencia_grupo,desconocido-gr04955,2,0,0.0000
residencia_grupo,desconocido-gr04956,1,1,100.0000
residencia_grupo,desconocido-gr04957,2,0,0.0000
residencia_grupo,desconocido-gr04958,3,1,33.3333
residencia_grupo,desconocido-gr04960,2,0,0.0000
residencia_grupo,desconocido-gr04961,3,1,33.3333
residencia_grupo,desconocido-gr04962,4,0,0.0000
residencia_grupo,desconocido-gr04964,3,0,0.0000
residencia_grupo,desconocido-gr04965,1,0,0.0000
residencia_grupo,desconocido-gr04969,1,0,0.0000
residencia_grupo,desconocido-gr04970,2,1,50.0000
residencia_grupo,desconocido-gr04971,2,0,0.0000
residencia_grupo,desconocido-gr04972,1,0,0.0000
residencia_grupo,desconocido-gr04973,2,1,50.0000
residencia_grupo,desconocido-gr04974,1,1,100.0000
residencia_grupo,desconocido-gr04976,1,1,100.0000
residencia_grupo,desconocido-gr04977,1,0,0.0000
residencia_grupo,desconocido-gr04978,1,0,0.0000
residencia_grupo,desconocido-gr04979,3,2,66.6667
residencia_grupo,desconocido-gr04980,1,1,100.0000
residencia_grupo,desconocido-gr04982,1,0,0.0000
residencia_grupo,desconocido-gr04984,2,1,50.0000
residencia_grupo,desconocido-gr04985,1,1,100.0000
residencia_grupo,desconocido-gr04986,2,0,0.0000
residencia_grupo,desconocido-gr04987,1,1,100.0000
residencia_grupo,desconocido-gr04989,2,1,50.0000
residencia_grupo,desconocido-gr04990,1,1,100.0000
residencia_grupo,desconocido-gr04993,1,0,0.0000
residencia_grupo,desconocido-gr04994,4,1,25.0000
residencia_grupo,desconocido-gr04997,1,0,0.0000
residencia_grupo,desconocido-gr04999,4,1,25.0000
residencia_grupo,desconocido-gr05002,4,1,25.0000
residencia_grupo,desconocido-gr05003,3,0,0.0000
residencia_grupo,desconocido-gr05004,1,0,0.0000
residencia_grupo,desconocido-gr05005,1,1,100.0000
residencia_grupo,desconocido-gr05006,1,0,0.0000
residencia_grupo,desconocido-gr05007,1,0,0.0000
residencia_grupo,desconocido-gr05010,1,0,0.0000
residencia_grupo,desconocido-gr05011,3,1,33.3333
residencia_grupo,desconocido-gr05012,1,0,0.0000
residencia_grupo,desconocido-gr05013,1,0,0.0000
residencia_grupo,desconocido-gr05014,1,0,0.0000
residencia_grupo,desconocido-gr05015,4,0,0.0000
residencia_grupo,desconocido-gr05016,5,0,0.0000
residencia_grupo,desconocido-gr05017,4,1,25.0000
residencia_grupo,desconocido-gr05018,2,0,0.0000
residencia_grupo,desconocido-gr05020,1,1,100.0000
residencia_grupo,desconocido-gr05021,1,1,100.0000
residencia_grupo,desconocido-gr05022,2,0,0.0000
residencia_grupo,desconocido-gr05023,3,2,66.6667
residencia_grupo,desconocido-gr05024,1,0,0.0000
residencia_grupo,desconocido-gr05026,3,0,0.0000
residencia_grupo,desconocido-gr05027,1,1,100.0000
residencia_grupo,desconocido-gr05031,2,0,0.0000
residencia_grupo,desconocido-gr05032,3,1,33.3333
residencia_grupo,desconocido-gr05033,2,0,0.0000
residencia_grupo,desconocido-gr05035,1,0,0.0000
residencia_grupo,desconocido-gr05037,4,1,25.0000
residencia_grupo,desconocido-gr05040,1,1,100.0000
residencia_grupo,desconocido-gr05041,2,0,0.0000
residencia_grupo,desconocido-gr05043,3,1,33.3333
residencia_grupo,desconocido-gr05045,1,0,0.0000
residencia_grupo,desconocido-gr05046,2,0,0.0000
residencia_grupo,desconocido-gr05047,5,1,20.0000
residencia_grupo,desconocido-gr05048,1,0,0.0000
residencia_grupo,desconocido-gr05049,2,1,50.0000
residencia_grupo,desconocido-gr05050,1,0,0.0000
residencia_grupo,desconocido-gr05051,1,0,0.0000
residencia_grupo,desconocido-gr05054,2,1,50.0000
residencia_grupo,desconocido-gr05055,2,1,50.0000
residencia_grupo,desconocido-gr05057,2,0,0.0000
residencia_grupo,desconocido-gr05059,4,1,25.0000
residencia_grupo,desconocido-gr05060,3,0,0.0000
residencia_grupo,desconocido-gr05061,2,1,50.0000
residencia_grupo,desconocido-gr05062,4,0,0.0000
residencia_grupo,desconocido-gr05063,1,0,0.0000
residencia_grupo,desconocido-gr05065,4,0,0.0000
residencia_grupo,desconocido-gr05068,1,0,0.0000
residencia_grupo,desconocido-gr05069,3,0,0.0000
residencia_grupo,desconocido-gr05071,3,0,0.0000
residencia_grupo,desconocido-gr05072,2,0,0.0000
residencia_grupo,desconocido-gr05073,1,0,0.0000
residencia_grupo,desconocido-gr05074,3,0,0.0000
residencia_grupo,desconocido-gr05075,2,1,50.0000
residencia_grupo,desconocido-gr05076,2,1,50.0000
residencia_grupo,desconocido-gr05077,1,1,100.0000
residencia_grupo,desconocido-gr05079,1,0,0.0000
residencia_grupo,desconocido-gr05080,2,1,50.0000
residencia_grupo,desconocido-gr05081,1,0,0.0000
residencia_grupo,desconocido-gr05082,1,0,0.0000
residencia_grupo,desconocido-gr05083,3,0,0.0000
residencia_grupo,desconocido-gr05085,3,0,0.0000
residencia_grupo,desconocido-gr05086,1,0,0.0000
residencia_grupo,desconocido-gr05087,2,1,50.0000
residencia_grupo,desconocido-gr05088,2,1,50.0000
residencia_grupo,desconocido-gr05089,2,0,0.0000
residencia_grupo,desconocido-gr05090,1,0,0.0000
residencia_grupo,desconocido-gr05091,1,1,100.0000
residencia_grupo,desconocido-gr05094,1,1,100.0000
residencia_grupo,desconocido-gr05096,5,0,0.0000
residencia_grupo,desconocido-gr05097,1,0,0.0000
residencia_grupo,desconocido-gr05098,5,3,60.0000
residencia_grupo,desconocido-gr05103,1,0,0.0000
residencia_grupo,desconocido-gr05105,5,0,0.0000
residencia_grupo,desconocido-gr05107,1,1,100.0000
residencia_grupo,desconocido-gr05109,2,1,50.0000
residencia_grupo,desconocido-gr05110,3,1,33.3333
residencia_grupo,desconocido-gr05112,2,0,0.0000
residencia_grupo,desconocido-gr05113,4,1,25.0000
residencia_grupo,desconocido-gr05114,1,0,0.0000
residencia_grupo,desconocido-gr05116,1,1,100.0000
residencia_grupo,desconocido-gr05117,3,2,66.6667
residencia_grupo,desconocido-gr05118,3,1,33.3333
residencia_grupo,desconocido-gr05119,1,1,100.0000
residencia_grupo,desconocido-gr05121,1,0,0.0000
residencia_grupo,desconocido-gr05125,3,0,0.0000
residencia_grupo,desconocido-gr05126,2,0,0.0000
residencia_grupo,desconocido-gr05127,1,0,0.0000
residencia_grupo,desconocido-gr05128,1,0,0.0000
residencia_grupo,desconocido-gr05129,3,1,33.3333
residencia_grupo,desconocido-gr05130,1,0,0.0000
residencia_grupo,desconocido-gr05131,2,1,50.0000
residencia_grupo,desconocido-gr05133,2,0,0.0000
residencia_grupo,desconocido-gr05134,1,1,100.0000
residencia_grupo,desconocido-gr05135,1,0,0.0000
residencia_grupo,desconocido-gr05136,3,1,33.3333
residencia_grupo,desconocido-gr05137,1,0,0.0000
residencia_grupo,desconocido-gr05138,1,0,0.0000
residencia_grupo,desconocido-gr05139,1,1,100.0000
residencia_grupo,desconocido-gr05140,2,0,0.0000
residencia_grupo,desconocido-gr05142,3,1,33.3333
residencia_grupo,desconocido-gr05143,1,1,100.0000
residencia_grupo,desconocido-gr05147,2,1,50.0000
residencia_grupo,desconocido-gr05149,3,0,0.0000
residencia_grupo,desconocido-gr05150,5,2,40.0000
residencia_grupo,desconocido-gr05151,1,0,0.0000
residencia_grupo,desconocido-gr05152,2,1,50.0000
residencia_grupo,desconocido-gr05155,2,0,0.0000
residencia_grupo,desconocido-gr05156,5,0,0.0000
residencia_grupo,desconocido-gr05157,4,1,25.0000
residencia_grupo,desconocido-gr05158,1,0,0.0000
residencia_grupo,desconocido-gr05159,1,0,0.0000
residencia_grupo,desconocido-gr05160,2,0,0.0000
residencia_grupo,desconocido-gr05163,1,1,100.0000
residencia_grupo,desconocido-gr05164,2,0,0.0000
residencia_grupo,desconocido-gr05166,1,0,0.0000
residencia_grupo,desconocido-gr05167,1,1,100.0000
residencia_grupo,desconocido-gr05168,3,1,33.3333
residencia_grupo,desconocido-gr05169,2,0,0.0000
residencia_grupo,desconocido-gr05170,1,0,0.0000
residencia_grupo,desconocido-gr05172,1,0,0.0000
residencia_grupo,desconocido-gr05174,2,1,50.0000
residencia_grupo,desconocido-gr05178,3,1,33.3333
residencia_grupo,desconocido-gr05179,1,0,0.0000
residencia_grupo,desconocido-gr05181,2,0,0.0000
residencia_grupo,desconocido-gr05182,4,0,0.0000
residencia_grupo,desconocido-gr05184,1,1,100.0000
residencia_grupo,desconocido-gr05185,1,0,0.0000
residencia_grupo,desconocido-gr05187,2,0,0.0000
residencia_grupo,desconocido-gr05188,4,3,75.0000
residencia_grupo,desconocido-gr05190,1,0,0.0000
residencia_grupo,desconocido-gr05193,3,1,33.3333
residencia_grupo,desconocido-gr05195,1,0,0.0000
residencia_grupo,desconocido-gr05196,3,0,0.0000
residencia_grupo,desconocido-gr05197,1,1,100.0000
residencia_grupo,desconocido-gr05198,1,0,0.0000
residencia_grupo,desconocido-gr05204,4,0,0.0000
residencia_grupo,desconocido-gr05205,3,0,0.0000
residencia_grupo,desconocido-gr05206,1,0,0.0000
residencia_grupo,desconocido-gr05207,3,0,0.0000
residencia_grupo,desconocido-gr05208,1,1,100.0000
residencia_grupo,desconocido-gr05209,5,1,20.0000
residencia_grupo,desconocido-gr05210,3,1,33.3333
residencia_grupo,desconocido-gr05211,1,1,100.0000
residencia_grupo,desconocido-gr05212,2,1,50.0000
residencia_grupo,desconocido-gr05214,3,0,0.0000
residencia_grupo,desconocido-gr05215,1,1,100.0000
residencia_grupo,desconocido-gr05216,2,2,100.0000
residencia_grupo,desconocido-gr05218,2,0,0.0000
residencia_grupo,desconocido-gr05219,1,0,0.0000
residencia_grupo,desconocido-gr05220,1,1,100.0000
residencia_grupo,desconocido-gr05222,2,2,100.0000
residencia_grupo,desconocido-gr05224,1,0,0.0000
residencia_grupo,desconocido-gr05225,3,2,66.6667
residencia_grupo,desconocido-gr05226,4,2,50.0000
residencia_grupo,desconocido-gr05227,1,1,100.0000
residencia_grupo,desconocido-gr05228,1,1,100.0000
residencia_grupo,desconocido-gr05230,1,0,0.0000
residencia_grupo,desconocido-gr05232,1,1,100.0000
residencia_grupo,desconocido-gr05233,4,1,25.0000
residencia_grupo,desconocido-gr05234,1,0,0.0000
residencia_grupo,desconocido-gr05236,1,1,100.0000
residencia_grupo,desconocido-gr05239,3,0,0.0000
residencia_grupo,desconocido-gr05240,1,1,100.0000
residencia_grupo,desconocido-gr05241,4,1,25.0000
residencia_grupo,desconocido-gr05242,2,0,0.0000
residencia_grupo,desconocido-gr05243,3,0,0.0000
residencia_grupo,desconocido-gr05245,3,1,33.3333
residencia_grupo,desconocido-gr05246,1,0,0.0000
residencia_grupo,desconocido-gr05249,2,0,0.0000
residencia_grupo,desconocido-gr05251,4,1,25.0000
residencia_grupo,desconocido-gr05253,1,0,0.0000
residencia_grupo,desconocido-gr05254,3,1,33.3333
residencia_grupo,desconocido-gr05255,2,0,0.0000
residencia_grupo,desconocido-gr05256,2,0,0.0000
residencia_grupo,desconocido-gr05257,2,0,0.0000
residencia_grupo,desconocido-gr05259,2,0,0.0000
residencia_grupo,desconocido-gr05260,2,0,0.0000
residencia_grupo,desconocido-gr05261,1,0,0.0000
residencia_grupo,desconocido-gr05262,3,0,0.0000
residencia_grupo,desconocido-gr05263,3,0,0.0000
residencia_grupo,desconocido-gr05264,2,0,0.0000
residencia_grupo,desconocido-gr05265,3,0,0.0000
residencia_grupo,desconocido-gr05266,2,0,0.0000
residencia_grupo,desconocido-gr05267,2,0,0.0000
residencia_grupo,desconocido-gr05268,1,1,100.0000
residencia_grupo,desconocido-gr05269,3,0,0.0000
residencia_grupo,desconocido-gr05270,1,0,0.0000
residencia_grupo,desconocido-gr05271,2,1,50.0000
residencia_grupo,desconocido-gr05272,3,1,33.3333
residencia_grupo,desconocido-gr05273,1,0,0.0000
residencia_grupo,desconocido-gr05275,2,2,100.0000
residencia_grupo,desconocido-gr05277,1,0,0.0000
residencia_grupo,desconocido-gr05278,4,0,0.0000
residencia_grupo,desconocido-gr05279,2,1,50.0000
residencia_grupo,desconocido-gr05280,2,1,50.0000
residencia_grupo,desconocido-gr05281,3,0,0.0000
residencia_grupo,desconocido-gr05282,1,0,0.0000
residencia_grupo,desconocido-gr05283,2,1,50.0000
residencia_grupo,desconocido-gr05284,3,0,0.0000
residencia_grupo,desconocido-gr05285,1,0,0.0000
residencia_grupo,desconocido-gr05286,3,1,33.3333
residencia_grupo,desconocido-gr05287,1,0,0.0000
residencia_grupo,desconocido-gr05288,2,1,50.0000
residencia_grupo,desconocido-gr05289,2,2,100.0000
residencia_grupo,desconocido-gr05290,1,1,100.0000
residencia_grupo,desconocido-gr05291,4,2,50.0000
residencia_grupo,desconocido-gr05292,1,0,0.0000
residencia_grupo,desconocido-gr05293,2,2,100.0000
residencia_grupo,desconocido-gr05294,1,1,100.0000
residencia_grupo,desconocido-gr05295,5,0,0.0000
residencia_grupo,desconocido-gr05296,3,0,0.0000
residencia_grupo,desconocido-gr05297,3,1,33.3333
residencia_grupo,desconocido-gr05298,1,1,100.0000
residencia_grupo,desconocido-gr05299,3,1,33.3333
residencia_grupo,desconocido-gr05300,4,1,25.0000
residencia_grupo,desconocido-gr05301,1,1,100.0000
residencia_grupo,desconocido-gr05302,4,1,25.0000
residencia_grupo,desconocido-gr05303,3,1,33.3333
residencia_grupo,desconocido-gr05304,1,0,0.0000
residencia_grupo,desconocido-gr05306,1,1,100.0000
residencia_grupo,desconocido-gr05308,2,0,0.0000
residencia_grupo,desconocido-gr05309,4,2,50.0000
residencia_grupo,desconocido-gr05312,2,1,50.0000
residencia_grupo,desconocido-gr05313,1,1,100.0000
residencia_grupo,desconocido-gr05314,3,1,33.3333
residencia_grupo,desconocido-gr05315,1,0,0.0000
residencia_grupo,desconocido-gr05316,1,0,0.0000
residencia_grupo,desconocido-gr05318,3,2,66.6667
residencia_grupo,desconocido-gr05319,1,0,0.0000
residencia_grupo,desconocido-gr05321,1,0,0.0000
residencia_grupo,desconocido-gr05322,2,1,50.0000
residencia_grupo,desconocido-gr05323,4,1,25.0000
residencia_grupo,desconocido-gr05325,1,0,0.0000
residencia_grupo,desconocido-gr05326,4,0,0.0000
residencia_grupo,desconocido-gr05327,3,0,0.0000
residencia_grupo,desconocido-gr05332,1,0,0.0000
residencia_grupo,desconocido-gr05333,4,0,0.0000
residencia_grupo,desconocido-gr05334,2,0,0.0000
residencia_grupo,desconocido-gr05336,1,0,0.0000
residencia_grupo,desconocido-gr05337,2,0,0.0000
residencia_grupo,desconocido-gr05338,5,0,0.0000
residencia_grupo,desconocido-gr05339,2,0,0.0000
residencia_grupo,desconocido-gr05340,2,0,0.0000
residencia_grupo,desconocido-gr05342,1,1,100.0000
residencia_grupo,desconocido-gr05343,1,0,0.0000
residencia_grupo,desconocido-gr05345,1,0,0.0000
residencia_grupo,desconocido-gr05346,1,0,0.0000
residencia_grupo,desconocido-gr05347,2,1,50.0000
residencia_grupo,desconocido-gr05348,1,1,100.0000
residencia_grupo,desconocido-gr05349,1,1,100.0000
residencia_grupo,desconocido-gr05350,2,1,50.0000
residencia_grupo,desconocido-gr05351,3,1,33.3333
residencia_grupo,desconocido-gr05354,1,1,100.0000
residencia_grupo,desconocido-gr05355,2,0,0.0000
residencia_grupo,desconocido-gr05356,1,0,0.0000
residencia_grupo,desconocido-gr05357,2,2,100.0000
residencia_grupo,desconocido-gr05359,4,0,0.0000
residencia_grupo,desconocido-gr05360,3,0,0.0000
residencia_grupo,desconocido-gr05361,1,0,0.0000
residencia_grupo,desconocido-gr05362,1,0,0.0000
residencia_grupo,desconocido-gr05363,2,0,0.0000
residencia_grupo,desconocido-gr05364,4,1,25.0000
residencia_grupo,desconocido-gr05366,1,0,0.0000
residencia_grupo,desconocido-gr05367,1,1,100.0000
residencia_grupo,desconocido-gr05368,2,1,50.0000
residencia_grupo,desconocido-gr05369,4,1,25.0000
residencia_grupo,desconocido-gr05372,1,0,0.0000
residencia_grupo,desconocido-gr05373,4,0,0.0000
residencia_grupo,desconocido-gr05374,4,1,25.0000
residencia_grupo,desconocido-gr05375,1,1,100.0000
residencia_grupo,desconocido-gr05376,1,0,0.0000
residencia_grupo,desconocido-gr05378,1,0,0.0000
residencia_grupo,desconocido-gr05379,3,0,0.0000
residencia_grupo,desconocido-gr05380,1,1,100.0000
residencia_grupo,desconocido-gr05385,1,0,0.0000
residencia_grupo,desconocido-gr05386,3,0,0.0000
residencia_grupo,desconocido-gr05388,1,1,100.0000
residencia_grupo,desconocido-gr05392,1,1,100.0000
residencia_grupo,desconocido-gr05394,4,1,25.0000
residencia_grupo,desconocido-gr05396,3,0,0.0000
residencia_grupo,desconocido-gr05398,1,1,100.0000
residencia_grupo,desconocido-gr05400,2,0,0.0000
residencia_grupo,desconocido-gr05401,2,0,0.0000
residencia_grupo,desconocido-gr05403,3,2,66.6667
residencia_grupo,desconocido-gr05406,1,1,100.0000
residencia_grupo,desconocido-gr05407,2,0,0.0000
residencia_grupo,desconocido-gr05408,1,1,100.0000
residencia_grupo,desconocido-gr05411,5,0,0.0000
residencia_grupo,desconocido-gr05414,2,1,50.0000
residencia_grupo,desconocido-gr05418,1,0,0.0000
residencia_grupo,desconocido-gr05419,2,0,0.0000
residencia_grupo,desconocido-gr05420,1,0,0.0000
residencia_grupo,desconocido-gr05423,1,0,0.0000
residencia_grupo,desconocido-gr05424,3,0,0.0000
residencia_grupo,desconocido-gr05425,1,0,0.0000
residencia_grupo,desconocido-gr05426,1,1,100.0000
residencia_grupo,desconocido-gr05428,2,0,0.0000
residencia_grupo,desconocido-gr05429,1,1,100.0000
residencia_grupo,desconocido-gr05430,4,0,0.0000
residencia_grupo,desconocido-gr05431,3,0,0.0000
residencia_grupo,desconocido-gr05432,1,1,100.0000
residencia_grupo,desconocido-gr05433,3,0,0.0000
residencia_grupo,desconocido-gr05434,1,0,0.0000
residencia_grupo,desconocido-gr05435,2,1,50.0000
residencia_grupo,desconocido-gr05436,2,0,0.0000
residencia_grupo,desconocido-gr05437,1,0,0.0000
residencia_grupo,desconocido-gr05438,1,0,0.0000
residencia_grupo,desconocido-gr05439,1,1,100.0000
residencia_grupo,desconocido-gr05440,5,0,0.0000
residencia_grupo,desconocido-gr05441,1,0,0.0000
residencia_grupo,desconocido-gr05442,1,0,0.0000
residencia_grupo,desconocido-gr05444,4,2,50.0000
residencia_grupo,desconocido-gr05446,2,0,0.0000
residencia_grupo,desconocido-gr05447,3,3,100.0000
residencia_grupo,desconocido-gr05448,1,0,0.0000
residencia_grupo,desconocido-gr05449,2,1,50.0000
residencia_grupo,desconocido-gr05450,1,0,0.0000
residencia_grupo,desconocido-gr05452,1,1,100.0000
residencia_grupo,desconocido-gr05456,1,1,100.0000
residencia_grupo,desconocido-gr05457,2,1,50.0000
residencia_grupo,desconocido-gr05459,2,0,0.0000
residencia_grupo,desconocido-gr05460,3,2,66.6667
residencia_grupo,desconocido-gr05461,1,1,100.0000
residencia_grupo,desconocido-gr05462,1,1,100.0000
residencia_grupo,desconocido-gr05464,3,1,33.3333
residencia_grupo,desconocido-gr05465,1,0,0.0000
residencia_grupo,desconocido-gr05468,2,0,0.0000
residencia_grupo,desconocido-gr05469,3,1,33.3333
residencia_grupo,desconocido-gr05472,3,0,0.0000
residencia_grupo,desconocido-gr05474,1,1,100.0000
residencia_grupo,desconocido-gr05475,4,1,25.0000
residencia_grupo,desconocido-gr05476,3,1,33.3333
residencia_grupo,desconocido-gr05477,1,0,0.0000
residencia_grupo,desconocido-gr05478,1,1,100.0000
residencia_grupo,desconocido-gr05479,1,1,100.0000
residencia_grupo,desconocido-gr05480,2,0,0.0000
residencia_grupo,desconocido-gr05481,2,0,0.0000
residencia_grupo,desconocido-gr05482,1,0,0.0000
residencia_grupo,desconocido-gr05483,3,1,33.3333
residencia_grupo,desconocido-gr05484,3,0,0.0000
residencia_grupo,desconocido-gr05485,4,1,25.0000
residencia_grupo,desconocido-gr05486,1,1,100.0000
residencia_grupo,desconocido-gr05487,4,1,25.0000
residencia_grupo,desconocido-gr05488,5,0,0.0000
residencia_grupo,desconocido-gr05489,1,1,100.0000
residencia_grupo,desconocido-gr05490,3,2,66.6667
residencia_grupo,desconocido-gr05491,1,0,0.0000
residencia_grupo,desconocido-gr05492,3,1,33.3333
residencia_grupo,desconocido-gr05494,4,0,0.0000
residencia_grupo,desconocido-gr05495,1,0,0.0000
residencia_grupo,desconocido-gr05496,1,1,100.0000
residencia_grupo,desconocido-gr05497,1,0,0.0000
residencia_grupo,desconocido-gr05499,3,1,33.3333
residencia_grupo,desconocido-gr05500,1,0,0.0000
residencia_grupo,desconocido-gr05501,2,0,0.0000
residencia_grupo,desconocido-gr05503,1,1,100.0000
residencia_grupo,desconocido-gr05506,1,0,0.0000
residencia_grupo,desconocido-gr05507,1,0,0.0000
residencia_grupo,desconocido-gr05508,1,0,0.0000
residencia_grupo,desconocido-gr05509,1,0,0.0000
